2018-06-28 01:38:09 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-28 01:38:10 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2018-06-28 01:38:10 INFO  ObjectStore:289 - ObjectStore, initialize called
2018-06-28 01:38:10 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2018-06-28 01:38:10 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2018-06-28 01:38:11 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2018-06-28 01:38:12 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 01:38:12 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 01:38:12 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 01:38:12 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 01:38:12 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2018-06-28 01:38:12 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2018-06-28 01:38:12 INFO  ObjectStore:272 - Initialized ObjectStore
2018-06-28 01:38:12 INFO  HiveMetaStore:663 - Added admin role in metastore
2018-06-28 01:38:12 INFO  HiveMetaStore:672 - Added public role in metastore
2018-06-28 01:38:12 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2018-06-28 01:38:12 INFO  HiveMetaStore:746 - 0: get_all_databases
2018-06-28 01:38:12 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_all_databases	
2018-06-28 01:38:12 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2018-06-28 01:38:12 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2018-06-28 01:38:12 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 01:38:12 INFO  HiveMetaStore:746 - 0: get_functions: db=tpcds_text_10 pat=*
2018-06-28 01:38:12 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpcds_text_10 pat=*	
2018-06-28 01:38:13 INFO  SessionState:641 - Created local directory: /tmp/3fbee8c2-f9aa-40f8-82e6-f2fd52a9a169_resources
2018-06-28 01:38:13 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/3fbee8c2-f9aa-40f8-82e6-f2fd52a9a169
2018-06-28 01:38:13 INFO  SessionState:641 - Created local directory: /tmp/jimmyyou/3fbee8c2-f9aa-40f8-82e6-f2fd52a9a169
2018-06-28 01:38:13 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/3fbee8c2-f9aa-40f8-82e6-f2fd52a9a169/_tmp_space.db
2018-06-28 01:38:13 INFO  SparkContext:54 - Running Spark version 2.3.1
2018-06-28 01:38:13 INFO  SparkContext:54 - Submitted application: SparkSQL::10.0.1.253
2018-06-28 01:38:13 INFO  SecurityManager:54 - Changing view acls to: jimmyyou
2018-06-28 01:38:13 INFO  SecurityManager:54 - Changing modify acls to: jimmyyou
2018-06-28 01:38:13 INFO  SecurityManager:54 - Changing view acls groups to: 
2018-06-28 01:38:13 INFO  SecurityManager:54 - Changing modify acls groups to: 
2018-06-28 01:38:13 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(jimmyyou); groups with view permissions: Set(); users  with modify permissions: Set(jimmyyou); groups with modify permissions: Set()
2018-06-28 01:38:13 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 36231.
