2018-06-28 20:20:38 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-28 20:20:38 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2018-06-28 20:20:38 INFO  ObjectStore:289 - ObjectStore, initialize called
2018-06-28 20:20:38 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2018-06-28 20:20:38 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2018-06-28 20:20:40 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2018-06-28 20:20:40 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 20:20:40 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 20:20:40 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 20:20:40 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 20:20:40 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2018-06-28 20:20:40 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2018-06-28 20:20:40 INFO  ObjectStore:272 - Initialized ObjectStore
2018-06-28 20:20:41 INFO  HiveMetaStore:663 - Added admin role in metastore
2018-06-28 20:20:41 INFO  HiveMetaStore:672 - Added public role in metastore
2018-06-28 20:20:41 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_all_databases
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_all_databases	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2018-06-28 20:20:41 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpcds_text_10 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpcds_text_10 pat=*	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpcds_text_20 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpcds_text_20 pat=*	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpch_flat_orc_10 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpch_flat_orc_10 pat=*	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpch_flat_orc_20 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpch_flat_orc_20 pat=*	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpch_text_10 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpch_text_10 pat=*	
2018-06-28 20:20:41 INFO  HiveMetaStore:746 - 0: get_functions: db=tpch_text_20 pat=*
2018-06-28 20:20:41 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpch_text_20 pat=*	
2018-06-28 20:20:41 INFO  SessionState:641 - Created local directory: /tmp/60639419-a2ed-43e7-9f8f-53fe9a38a24e_resources
2018-06-28 20:20:41 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/60639419-a2ed-43e7-9f8f-53fe9a38a24e
2018-06-28 20:20:41 INFO  SessionState:641 - Created local directory: /tmp/jimmyyou/60639419-a2ed-43e7-9f8f-53fe9a38a24e
2018-06-28 20:20:41 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/60639419-a2ed-43e7-9f8f-53fe9a38a24e/_tmp_space.db
2018-06-28 20:20:41 INFO  SparkContext:54 - Running Spark version 2.3.1
2018-06-28 20:20:41 INFO  SparkContext:54 - Submitted application: SparkSQL::10.0.1.253
2018-06-28 20:20:41 INFO  SecurityManager:54 - Changing view acls to: jimmyyou
2018-06-28 20:20:41 INFO  SecurityManager:54 - Changing modify acls to: jimmyyou
2018-06-28 20:20:41 INFO  SecurityManager:54 - Changing view acls groups to: 
2018-06-28 20:20:41 INFO  SecurityManager:54 - Changing modify acls groups to: 
2018-06-28 20:20:41 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(jimmyyou); groups with view permissions: Set(); users  with modify permissions: Set(jimmyyou); groups with modify permissions: Set()
2018-06-28 20:20:41 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 38589.
2018-06-28 20:20:41 INFO  SparkEnv:54 - Registering MapOutputTracker
2018-06-28 20:20:41 INFO  SparkEnv:54 - Registering BlockManagerMaster
2018-06-28 20:20:41 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2018-06-28 20:20:41 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2018-06-28 20:20:41 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-be34233c-82f0-4cc4-9d99-336d2855d80a
2018-06-28 20:20:41 INFO  MemoryStore:54 - MemoryStore started with capacity 2004.6 MB
2018-06-28 20:20:41 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2018-06-28 20:20:42 INFO  log:192 - Logging initialized @4523ms
2018-06-28 20:20:42 INFO  Server:346 - jetty-9.3.z-SNAPSHOT
2018-06-28 20:20:42 INFO  Server:414 - Started @4575ms
2018-06-28 20:20:42 INFO  AbstractConnector:278 - Started ServerConnector@2a1e034d{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
2018-06-28 20:20:42 INFO  Utils:54 - Successfully started service 'SparkUI' on port 4040.
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3e6748ae{/jobs,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@22f8adc2{/jobs/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@69d103f0{/jobs/job,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@74fb5b59{/jobs/job/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@130a6eb9{/stages,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@722531ab{/stages/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@8f57e4c{/stages/stage,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3db6dd52{/stages/stage/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1e92c3b6{/stages/pool,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6ef4cbe1{/stages/pool/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@207dd1b7{/storage,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2baac4a7{/storage/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@23ad2d17{/storage/rdd,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6bce4140{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@25f0c5e7{/environment,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5882b202{/environment/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@120df990{/executors,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@b506ed0{/executors/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@282c4da0{/executors/threadDump,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@65f3e805{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@18cf5c52{/static,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2450256f{/,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@59918c8f{/api,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@71b97eeb{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2776fd8f{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-06-28 20:20:42 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://dc1master-lan1:4040
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Connecting to master spark://dc1master-lan1:7077...
2018-06-28 20:20:42 INFO  TransportClientFactory:267 - Successfully created connection to dc1master-lan1/10.0.1.253:7077 after 19 ms (0 ms spent in bootstraps)
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Connected to Spark cluster with app ID app-20180628202042-0119
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/0 on worker-20180628164103-10.0.2.1-45032 (10.0.2.1:45032) with 8 core(s)
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/0 on hostPort 10.0.2.1:45032 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/1 on worker-20180628164105-10.0.5.1-34262 (10.0.5.1:34262) with 8 core(s)
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/1 on hostPort 10.0.5.1:34262 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/2 on worker-20180628164103-10.0.3.2-44865 (10.0.3.2:44865) with 8 core(s)
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/2 on hostPort 10.0.3.2:44865 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/3 on worker-20180628164101-10.0.1.1-43445 (10.0.1.1:43445) with 8 core(s)
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/3 on hostPort 10.0.1.1:43445 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/4 on worker-20180628164105-10.0.5.2-34633 (10.0.5.2:34633) with 8 core(s)
2018-06-28 20:20:42 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 33589.
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/4 on hostPort 10.0.5.2:34633 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/5 on worker-20180628164101-10.0.1.2-44652 (10.0.1.2:44652) with 8 core(s)
2018-06-28 20:20:42 INFO  NettyBlockTransferService:54 - Server created on dc1master-lan1:33589
2018-06-28 20:20:42 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628202042-0119/5 on hostPort 10.0.1.2:44652 with 8 core(s), 4.0 GB RAM
2018-06-28 20:20:42 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628202042-0119/6 on worker-20180628164103-10.0.3.1-36707 (10.0.3.1:36707) with 8 core(s)
