2018-06-28 03:03:08 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-28 03:03:08 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2018-06-28 03:03:08 INFO  ObjectStore:289 - ObjectStore, initialize called
2018-06-28 03:03:08 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2018-06-28 03:03:08 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2018-06-28 03:03:09 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2018-06-28 03:03:10 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 03:03:10 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 03:03:10 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 03:03:10 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 03:03:10 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2018-06-28 03:03:10 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2018-06-28 03:03:10 INFO  ObjectStore:272 - Initialized ObjectStore
2018-06-28 03:03:10 INFO  HiveMetaStore:663 - Added admin role in metastore
2018-06-28 03:03:10 INFO  HiveMetaStore:672 - Added public role in metastore
2018-06-28 03:03:10 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2018-06-28 03:03:10 INFO  HiveMetaStore:746 - 0: get_all_databases
2018-06-28 03:03:10 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_all_databases	
2018-06-28 03:03:10 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2018-06-28 03:03:10 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2018-06-28 03:03:10 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 03:03:10 INFO  HiveMetaStore:746 - 0: get_functions: db=tpcds_text_10 pat=*
2018-06-28 03:03:10 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpcds_text_10 pat=*	
2018-06-28 03:03:11 INFO  SessionState:641 - Created local directory: /tmp/efb022f6-1c28-4892-bd6e-0343dd34d2ff_resources
2018-06-28 03:03:11 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/efb022f6-1c28-4892-bd6e-0343dd34d2ff
2018-06-28 03:03:11 INFO  SessionState:641 - Created local directory: /tmp/jimmyyou/efb022f6-1c28-4892-bd6e-0343dd34d2ff
2018-06-28 03:03:11 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/efb022f6-1c28-4892-bd6e-0343dd34d2ff/_tmp_space.db
2018-06-28 03:03:11 INFO  SparkContext:54 - Running Spark version 2.3.1
2018-06-28 03:03:11 INFO  SparkContext:54 - Submitted application: SparkSQL::10.0.1.253
2018-06-28 03:03:11 INFO  SecurityManager:54 - Changing view acls to: jimmyyou
2018-06-28 03:03:11 INFO  SecurityManager:54 - Changing modify acls to: jimmyyou
2018-06-28 03:03:11 INFO  SecurityManager:54 - Changing view acls groups to: 
2018-06-28 03:03:11 INFO  SecurityManager:54 - Changing modify acls groups to: 
2018-06-28 03:03:11 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(jimmyyou); groups with view permissions: Set(); users  with modify permissions: Set(jimmyyou); groups with modify permissions: Set()
2018-06-28 03:03:11 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 33811.
2018-06-28 03:03:11 INFO  SparkEnv:54 - Registering MapOutputTracker
2018-06-28 03:03:11 INFO  SparkEnv:54 - Registering BlockManagerMaster
2018-06-28 03:03:11 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2018-06-28 03:03:11 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2018-06-28 03:03:11 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-38bc6170-5cdd-47af-b048-ef3dd800356f
2018-06-28 03:03:11 INFO  MemoryStore:54 - MemoryStore started with capacity 2004.6 MB
2018-06-28 03:03:11 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2018-06-28 03:03:11 INFO  log:192 - Logging initialized @4527ms
2018-06-28 03:03:12 INFO  Server:346 - jetty-9.3.z-SNAPSHOT
2018-06-28 03:03:12 INFO  Server:414 - Started @4584ms
2018-06-28 03:03:12 INFO  AbstractConnector:278 - Started ServerConnector@271fea6a{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
2018-06-28 03:03:12 INFO  Utils:54 - Successfully started service 'SparkUI' on port 4040.
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@569348e1{/jobs,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5fe46d52{/jobs/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@448ade1{/jobs/job,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@418f0534{/jobs/job/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3dfd7eaa{/stages,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7c9beb51{/stages/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@133aacbe{/stages/stage,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5f193335{/stages/stage/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@19002b34{/stages/pool,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1ec88aa1{/stages/pool/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3e6748ae{/storage,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@28f154cc{/storage/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3030836d{/storage/rdd,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6af78a48{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6ed18d80{/environment,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4c24f3a2{/environment/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@783b3aa0{/executors,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2ec85a25{/executors/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4c176ff1{/executors/threadDump,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@27c53c32{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@68aec50{/static,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@66451058{/,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3db6dd52{/api,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2baac4a7{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@23ad2d17{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-06-28 03:03:12 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://dc1master-lan1:4040
2018-06-28 03:03:12 INFO  StandaloneAppClient$ClientEndpoint:54 - Connecting to master spark://dc1master-lan1:7077...
2018-06-28 03:03:12 INFO  TransportClientFactory:267 - Successfully created connection to dc1master-lan1/10.0.1.253:7077 after 20 ms (0 ms spent in bootstraps)
2018-06-28 03:03:12 INFO  StandaloneSchedulerBackend:54 - Connected to Spark cluster with app ID app-20180628030312-0167
2018-06-28 03:03:12 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628030312-0167/0 on worker-20180627230351-10.0.4.2-42804 (10.0.4.2:42804) with 8 core(s)
2018-06-28 03:03:12 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628030312-0167/0 on hostPort 10.0.4.2:42804 with 8 core(s), 4.0 GB RAM
2018-06-28 03:03:12 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628030312-0167/1 on worker-20180627230351-10.0.4.1-36248 (10.0.4.1:36248) with 8 core(s)
2018-06-28 03:03:12 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628030312-0167/1 on hostPort 10.0.4.1:36248 with 8 core(s), 4.0 GB RAM
2018-06-28 03:03:12 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628030312-0167/2 on worker-20180627230351-10.0.3.1-35641 (10.0.3.1:35641) with 8 core(s)
2018-06-28 03:03:12 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628030312-0167/2 on hostPort 10.0.3.1:35641 with 8 core(s), 4.0 GB RAM
2018-06-28 03:03:12 INFO  StandaloneAppClient$ClientEndpoint:54 - Executor added: app-20180628030312-0167/3 on worker-20180627230352-10.0.5.2-35644 (10.0.5.2:35644) with 8 core(s)
2018-06-28 03:03:12 INFO  StandaloneSchedulerBackend:54 - Granted executor ID app-20180628030312-0167/3 on hostPort 10.0.5.2:35644 with 8 core(s), 4.0 GB RAM
