2018-06-28 04:33:40 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-28 04:33:41 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2018-06-28 04:33:41 INFO  ObjectStore:289 - ObjectStore, initialize called
2018-06-28 04:33:41 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2018-06-28 04:33:41 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2018-06-28 04:33:42 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2018-06-28 04:33:43 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 04:33:43 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 04:33:43 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 04:33:43 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 04:33:43 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2018-06-28 04:33:43 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2018-06-28 04:33:43 INFO  ObjectStore:272 - Initialized ObjectStore
2018-06-28 04:33:43 INFO  HiveMetaStore:663 - Added admin role in metastore
2018-06-28 04:33:43 INFO  HiveMetaStore:672 - Added public role in metastore
2018-06-28 04:33:43 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2018-06-28 04:33:43 INFO  HiveMetaStore:746 - 0: get_all_databases
2018-06-28 04:33:43 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_all_databases	
2018-06-28 04:33:43 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2018-06-28 04:33:43 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2018-06-28 04:33:43 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
