2018-06-28 00:56:36 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-06-28 00:56:36 INFO  HiveMetaStore:589 - 0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore
2018-06-28 00:56:36 INFO  ObjectStore:289 - ObjectStore, initialize called
2018-06-28 00:56:36 INFO  Persistence:77 - Property hive.metastore.integral.jdo.pushdown unknown - will be ignored
2018-06-28 00:56:36 INFO  Persistence:77 - Property datanucleus.cache.level2 unknown - will be ignored
2018-06-28 00:56:38 INFO  ObjectStore:370 - Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes="Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order"
2018-06-28 00:56:38 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 00:56:38 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 00:56:38 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MFieldSchema" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 00:56:38 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MOrder" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 00:56:39 INFO  Query:77 - Reading in results for query "org.datanucleus.store.rdbms.query.SQLQuery@0" since the connection used is closing
2018-06-28 00:56:39 INFO  MetaStoreDirectSql:139 - Using direct SQL, underlying DB is DERBY
2018-06-28 00:56:39 INFO  ObjectStore:272 - Initialized ObjectStore
2018-06-28 00:56:39 INFO  HiveMetaStore:663 - Added admin role in metastore
2018-06-28 00:56:39 INFO  HiveMetaStore:672 - Added public role in metastore
2018-06-28 00:56:39 INFO  HiveMetaStore:712 - No user is added in admin role, since config is empty
2018-06-28 00:56:39 INFO  HiveMetaStore:746 - 0: get_all_databases
2018-06-28 00:56:39 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_all_databases	
2018-06-28 00:56:39 INFO  HiveMetaStore:746 - 0: get_functions: db=default pat=*
2018-06-28 00:56:39 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=default pat=*	
2018-06-28 00:56:39 INFO  Datastore:77 - The class "org.apache.hadoop.hive.metastore.model.MResourceUri" is tagged as "embedded-only" so does not have its own datastore table.
2018-06-28 00:56:39 INFO  HiveMetaStore:746 - 0: get_functions: db=tpcds_text_10 pat=*
2018-06-28 00:56:39 INFO  audit:371 - ugi=jimmyyou	ip=unknown-ip-addr	cmd=get_functions: db=tpcds_text_10 pat=*	
2018-06-28 00:56:39 INFO  SessionState:641 - Created local directory: /tmp/65e8a634-7f9b-4c60-986d-c370ae84b8d6_resources
2018-06-28 00:56:39 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/65e8a634-7f9b-4c60-986d-c370ae84b8d6
2018-06-28 00:56:39 INFO  SessionState:641 - Created local directory: /tmp/jimmyyou/65e8a634-7f9b-4c60-986d-c370ae84b8d6
2018-06-28 00:56:39 INFO  SessionState:641 - Created HDFS directory: /tmp/hive/jimmyyou/65e8a634-7f9b-4c60-986d-c370ae84b8d6/_tmp_space.db
2018-06-28 00:56:39 INFO  SparkContext:54 - Running Spark version 2.3.1
2018-06-28 00:56:39 INFO  SparkContext:54 - Submitted application: SparkSQL::10.0.1.253
2018-06-28 00:56:39 INFO  SecurityManager:54 - Changing view acls to: jimmyyou
2018-06-28 00:56:39 INFO  SecurityManager:54 - Changing modify acls to: jimmyyou
2018-06-28 00:56:39 INFO  SecurityManager:54 - Changing view acls groups to: 
2018-06-28 00:56:39 INFO  SecurityManager:54 - Changing modify acls groups to: 
2018-06-28 00:56:39 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(jimmyyou); groups with view permissions: Set(); users  with modify permissions: Set(jimmyyou); groups with modify permissions: Set()
2018-06-28 00:56:40 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 34577.
2018-06-28 00:56:40 INFO  SparkEnv:54 - Registering MapOutputTracker
2018-06-28 00:56:40 INFO  SparkEnv:54 - Registering BlockManagerMaster
2018-06-28 00:56:40 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2018-06-28 00:56:40 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2018-06-28 00:56:40 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-0198ccf0-0c9e-4393-bfd7-f4fb1893f1f7
2018-06-28 00:56:40 INFO  MemoryStore:54 - MemoryStore started with capacity 2004.6 MB
2018-06-28 00:56:40 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2018-06-28 00:56:40 INFO  log:192 - Logging initialized @4614ms
2018-06-28 00:56:40 INFO  Server:346 - jetty-9.3.z-SNAPSHOT
2018-06-28 00:56:40 INFO  Server:414 - Started @4667ms
2018-06-28 00:56:40 INFO  AbstractConnector:278 - Started ServerConnector@9d3d54e{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
